id;libm;libf;liste;codeu;ingcad_supv;ingcad_nsupv;tecam_supv;tecam_nsupv;ouvemp_supv;ouvemp_nsupv;nr_supv;nr_nsupv;inde_0_9;inde_sup10;inde_nr;ssvaran
5269;Sous-lieutenant des armées;Sous-lieutenante des armées;1;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110
5270;Sous-lieutenant de gendarmerie;Sous-lieutenante de gendarmerie;1;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110
5271;Sous-préfet;Sous-préfète;1;1112;1112;1112;1112;1112;1112;1112;1112;1112;1112;1112;1112;1112
5272;Soyeux;Soyeuse;1;3323;3323;3323;3323;3323;3323;3323;3323;3323;3323;3323;3323;3323
5273;Sportif professionnel;Sportive professionnelle;1;3421;3421;3421;3421;3421;3421;3421;3421;3421;3421;3421;3421;3421
5274;Staffeur;Staffeuse;1;7123;7123;7123;7123;7123;7123;7123;7123;7123;7123;7123;7123;7123
5275;Staffeur de décor de spectacle;Staffeuse de décor de spectacle;1;7123;7123;7123;7123;7123;7123;7123;7123;7123;7123;7123;7123;7123
5276;Staffeur ornemaniste;Staffeuse ornemaniste;1;7123;7123;7123;7123;7123;7123;7123;7123;7123;7123;7123;7123;7123
5277;Standardiste;Standardiste;1;4223;4223;4223;4223;4223;4223;4223;4223;4223;4223;4223;4223;4223
5278;Statisticien;Statisticienne;1;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120
5279;Sténographe rédacteur;Sténographe rédactrice;1;2642;2642;2642;2642;2642;2642;2642;2642;2642;2642;2642;2642;2642
5280;Steward;Hôtesse de l'air;1;5111;5111;5111;5111;5111;5111;5111;5111;5111;5111;5111;5111;5111
5281;Stomatologue;Stomatologue;1;2261;2261;2261;2261;2261;2261;2261;2261;2261;2261;2261;2261;2261
5282;Stoppeur;Stoppeuse;1;7533;7533;7533;7533;7533;7533;7533;7533;7533;7533;7533;7533;7533
5283;Story boarder;Story boarder;1;3435;3435;3435;3435;3435;3435;3435;3435;3435;3435;3435;3435;3435
5284;Stratifieur;Stratifieuse;1;8100;8100;8100;8100;8100;8100;8100;8100;8100;8100;8100;8100;8100
5285;Street artiste;Street artiste;1;2651;2651;2651;2651;2651;2651;2651;2651;2651;2651;2651;2651;2651
5286;Styliste costumier;Styliste costumière;1;2163;2163;2163;2163;2163;2163;2163;2163;2163;2163;2163;2163;2163
5287;Styliste modéliste;Styliste modéliste;1;2163;2163;2163;2163;2163;2163;2163;2163;2163;2163;2163;2163;2163
5288;Styliste ongulaire;Styliste ongulaire;0;5142;5142;5142;5142;5142;5142;5142;5142;5142;5142;5142;5142;5142
5289;Substitut général;Substitute générale;1;2611;2611;2611;2611;2611;2611;2611;2611;2611;2611;2611;2611;2611
5290;Substitut du procureur;Substitute du procureur;1;2612;2612;2612;2612;2612;2612;2612;2612;2612;2612;2612;2612;2612
5291;Superviseur d'effets spéciaux;Superviseuse d'effets spéciaux;1;2654;2654;2654;2654;2654;2654;2654;2654;2654;2654;2654;2654;2654
5292;Superviseur de fret;Superviseuse de fret;1;8312;8312;8312;8312;8312;8312;8312;8312;8312;8312;8312;8312;8312
5293;Superviseur d'hyper ou de supermarché;Superviseuse d'hyper ou de supermarché;1;1420;1420;1420;1420;1420;1420;1420;1420;1420;1420;1420;1420;1420
5294;Superviseur informatique;Superviseuse informatique;0;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500
5295;Superviseur de péage;Superviseuse de péage;1;4323;4323;4323;4323;4323;4323;4323;4323;4323;4323;4323;4323;4323
5296;Superviseur réseau;Superviseuse réseau;0;2523;2523;2523;2523;2523;2523;2523;2523;2523;2523;2523;2523;2523
5297;Surjeteur de l'industrie du cuir;Surjeteuse de l'industrie du cuir;1;8153;8153;8153;8153;8153;8153;8153;8153;8153;8153;8153;8153;8153
5298;Surveillant brigadier pénitentiaire;Surveillante brigadière pénitentiaire;1;5413;5413;5413;5413;5413;5413;5413;5413;5413;5413;5413;5413;5413
5299;Surveillant de caisses;Surveillante de caisses;1;5222;5222;5222;5222;5222;5222;5222;5222;5222;5222;5222;5222;5222
5300;Surveillant de cantine;Surveillante de cantine;1;5414;5414;5414;5414;5414;5414;5414;5414;5414;5414;5414;5414;5414
5301;Surveillant d'externat;Surveillante d'externat;1;3412;3412;3412;3412;3412;3412;3412;3412;3412;3412;3412;3412;3412
5302;Surveillant général;Surveillante générale;1;2635;2635;2635;2635;2635;2635;2635;2635;2635;2635;2635;2635;2635
5303;Surveillant d'internat;Surveillante d'internat;1;3412;3412;3412;3412;3412;3412;3412;3412;3412;3412;3412;3412;3412
5304;Surveillant en milieu scolaire (école, collège, lycée);Surveillante en milieu scolaire (école, collège, lycée);1;3412;3412;3412;3412;3412;3412;3412;3412;3412;3412;3412;3412;3412
5305;Surveillant de monument historique;Surveillante de monument historique;1;5414;5414;5414;5414;5414;5414;5414;5414;5414;5414;5414;5414;5414
5306;Surveillant de musée;Surveillante de musée;1;5414;5414;5414;5414;5414;5414;5414;5414;5414;5414;5414;5414;5414
5307;Surveillant de nuit dans un établissement de santé;Surveillante de nuit dans un établissement de santé;1;5414;5414;5414;5414;5414;5414;5414;5414;5414;5414;5414;5414;5414
5308;Surveillant opérateur;Surveillante opératrice;1;8100;8100;8100;8100;8100;8100;8100;8100;8100;8100;8100;8100;8100
5309;Surveillant pénitentiaire;Surveillante pénitentiaire;1;5413;5413;5413;5413;5413;5413;5413;5413;5413;5413;5413;5413;5413
5310;Surveillant principal pénitentiaire;Surveillante principale pénitentiaire;1;5413;5413;5413;5413;5413;5413;5413;5413;5413;5413;5413;5413;5413
5311;Surveillant de travaux du BTP;Surveillante de travaux du BTP;1;3123;3123;3123;3123;3123;3123;3123;3123;3123;3123;3123;3123;3123
5312;Sylviculteur;Sylvicultrice;1;;6210;6210;6210;6210;6210;6210;6210;6210;6210;1311;6210;6210
5313;Syndicaliste;Syndicaliste;1;1114;1114;1114;1114;1114;1114;1114;1114;1114;1114;1114;1114;1114
5314;Syndicaliste (bureau, commission exécutive, secrétariat national);Syndicaliste (bureau, commission exécutive, secrétariat national);1;1114;1114;1114;1114;1114;1114;1114;1114;1114;1114;1114;1114;1114
5315;Syndic de copropriété;Syndique de copropriété;1;3334;3334;3334;3334;3334;3334;3334;3334;3334;3334;3334;3334;3334
5316;Syndic de faillite;Syndique de faillite;1;2411;2411;2411;2411;2411;2411;2411;2411;2411;2411;2411;2411;2411
5317;Tableautiste;Tableautiste;1;8100;8100;8100;8100;8100;8100;8100;8100;8100;8100;8100;8100;8100
5318;Tailleur en confection artisanale;Tailleuse en confection artisanale;1;7531;7531;7531;7531;7531;7531;7531;7531;7531;7531;7531;7531;7531
5319;Tailleur de cristal;Tailleuse de cristal;1;7315;7315;7315;7315;7315;7315;7315;7315;7315;7315;7315;7315;7315
5320;Tailleur de pierres;Tailleuse de pierres;1;7113;7113;7113;7113;7113;7113;7113;7113;7113;7113;7113;7113;7113
5321;Tanneur;Tanneuse;1;7535;7535;7535;7535;7535;7535;7535;7535;7535;7535;7535;7535;7535
5322;Tanneur industriel;Tanneuse industrielle;1;7535;7535;7535;7535;7535;7535;7535;7535;7535;7535;7535;7535;7535
5323;Tapissier d'ameublement;Tapissière d'ameublement;1;7534;7534;7534;7534;7534;7534;7534;7534;7534;7534;7534;7534;7534
5324;Tapissier d'art;Tapissière d'art;1;7534;7534;7534;7534;7534;7534;7534;7534;7534;7534;7534;7534;7534
5325;Tapissier de décor;Tapissière de décor;1;7534;7534;7534;7534;7534;7534;7534;7534;7534;7534;7534;7534;7534
5326;Tapissier décorateur;Tapissière décoratrice;1;7534;7534;7534;7534;7534;7534;7534;7534;7534;7534;7534;7534;7534
5327;Tatoueur;Tatoueuse;1;3435;3435;3435;3435;3435;3435;3435;3435;3435;3435;3435;3435;3435
5328;Taxi;Taxi;1;8322;8322;8322;8322;8322;8322;8322;8322;8322;8322;8322;8322;8322
5329;Taxi ambulancier;Taxi ambulancière;1;8322;8322;8322;8322;8322;8322;8322;8322;8322;8322;8322;8322;8322
5330;Taxidermiste;Taxidermiste;1;3433;3433;3433;3433;3433;3433;3433;3433;3433;3433;3433;3433;3433
5331;Taxi fluvial;Taxi fluviale;1;8350;8350;8350;8350;8350;8350;8350;8350;8350;8350;8350;8350;8350
5332;Technicien administratif;Technicienne administrative;1;3343;3343;3343;3343;3343;3343;3343;3343;3343;3343;3343;3343;3343
5333;Technicien administratif d'assurances;Technicienne administrative d'assurances;1;4312;4312;4312;4312;4312;4312;4312;4312;4312;4312;4312;4312;4312
5334;Technicien administratif des collectivités territoriales;Technicienne administrative des collectivités territoriales;1;3343;3343;3343;3343;3343;3343;3343;3343;3343;3343;3343;3343;3343
5335;Technicien administratif de l'État;Technicienne administrative de l'État;1;3343;3343;3343;3343;3343;3343;3343;3343;3343;3343;3343;3343;3343
5336;Technicien administratif des hôpitaux publics;Technicienne administrative des hôpitaux publics;1;3343;3343;3343;3343;3343;3343;3343;3343;3343;3343;3343;3343;3343
5337;Technicien agricole;Technicienne agricole;1;3142;3142;3142;3142;3142;3142;3142;3142;3142;3142;3142;3142;3142
5338;Technicien d'analyse chimique de l'industrie;Technicienne d'analyse chimique de l'industrie;1;3116;3116;3116;3116;3116;3116;3116;3116;3116;3116;3116;3116;3116
5339;Technicien en analyse des pollutions;Technicienne en analyse des pollutions;1;3257;3257;3257;3257;3257;3257;3257;3257;3257;3257;3257;3257;3257
5340;Technicien assainissement;Technicienne assainissement;1;3132;3132;3132;3132;3132;3132;3132;3132;3132;3132;3132;3132;3132
5341;Technicien d'assistance en informatique;Technicienne d'assistance en informatique;1;3512;3512;3512;3512;3512;3512;3512;3512;3512;3512;3512;3512;3512
5342;Technicien de l'assurance maladie;Technicienne de l'assurance maladie;1;3353;3353;3353;3353;3353;3353;3353;3353;3353;3353;3353;3353;3353
5343;Technicien audiovisuel;Technicienne audiovisuel;1;3521;3521;3521;3521;3521;3521;3521;3521;3521;3521;3521;3521;3521
5344;Technicien avicole;Technicienne avicole;1;3142;3142;3142;3142;3142;3142;3142;3142;3142;3142;3142;3142;3142
5345;Technicien back office banque;Technicienne back office banque;1;4312;4312;4312;4312;4312;4312;4312;4312;4312;4312;4312;4312;4312
5346;Technicien banc-titre;Technicienne banc-titre;1;3521;3521;3521;3521;3521;3521;3521;3521;3521;3521;3521;3521;3521
5347;Technicien de banque;Technicienne de banque;1;4312;4312;4312;4312;4312;4312;4312;4312;4312;4312;4312;4312;4312
5348;Technicien du bâtiment;Technicienne du bâtiment;0;3112;3112;3112;3112;3112;3112;3112;3112;3112;3112;3112;3112;3112
5349;Technicien de biologie médicale;Technicienne de biologie médicale;1;3212;3212;3212;3212;3212;3212;3212;3212;3212;3212;3212;3212;3212
5350;Technicien biomédical;Technicienne biomédicale;1;3212;3212;3212;3212;3212;3212;3212;3212;3212;3212;3212;3212;3212
5351;Technicien bovins;Technicienne bovins;1;3142;3142;3142;3142;3142;3142;3142;3142;3142;3142;3142;3142;3142
5352;Technicien du BTP;Technicienne du BTP;0;3112;3112;3112;3112;3112;3112;3112;3112;3112;3112;3112;3112;3112
5354;Technicien de bureau d'études de l'industrie;Technicienne de bureau d'études de l'industrie;1;3110;3110;3110;3110;3110;3110;3110;3110;3110;3110;3110;3110;3110
5355;Technicien bureautique;Technicienne bureautique;1;3512;3512;3512;3512;3512;3512;3512;3512;3512;3512;3512;3512;3512
5356;Technicien CEA;Technicienne CEA;1;3111;3111;3111;3111;3111;3111;3111;3111;3111;3111;3111;3111;3111
5357;Technicien de chantier du BTP;Technicienne de chantier du BTP;1;3112;3112;3112;3112;3112;3112;3112;3112;3112;3112;3112;3112;3112
5358;Technicien clientèle énergie;Technicienne clientèle énergie;1;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000
5359;Technicien Cloud;Technicienne Cloud;0;3511;3511;3511;3511;3511;3511;3511;3511;3511;3511;3511;3511;3511
5360;Technicien CNRS;Technicienne CNRS;1;3100;3100;3100;3100;3100;3100;3100;3100;3100;3100;3100;3100;3100
5361;Technicien comptable;Technicienne comptable;1;3313;3313;3313;3313;3313;3313;3313;3313;3313;3313;3313;3313;3313
5362;Technicien conseil retraite;Technicienne conseil retraite;1;3353;3353;3353;3353;3353;3353;3353;3353;3353;3353;3353;3353;3353
5363;Technicien de contrôle non destructif;Technicienne de contrôle non destructif;1;7543;7543;7543;7543;7543;7543;7543;7543;7543;7543;7543;7543;7543
5364;Technicien contrôle qualité;Technicienne contrôle qualité;1;7543;7543;7543;7543;7543;7543;7543;7543;7543;7543;7543;7543;7543
5365;Technicien de développement informatique;Technicienne de développement informatique;1;2512;2512;2512;2512;2512;2512;2512;2512;2512;2512;2512;2512;2512
5366;Technicien développement logiciel;Technicienne développement logiciel;1;2512;2512;2512;2512;2512;2512;2512;2512;2512;2512;2512;2512;2512
5367;Technicien de documentation;Technicienne de documentation;1;3433;3433;3433;3433;3433;3433;3433;3433;3433;3433;3433;3433;3433
5368;Technicien des eaux et forêts;Technicienne des eaux et forêts;1;3143;3143;3143;3143;3143;3143;3143;3143;3143;3143;3143;3143;3143
5369;Technicien d'effets spéciaux;Technicienne d'effets spéciaux;1;3435;3435;3435;3435;3435;3435;3435;3435;3435;3435;3435;3435;3435
5370;Technicien électricien;Technicienne électricienne;1;3113;3113;3113;3113;3113;3113;3113;3113;3113;3113;3113;3113;3113
5371;Technicien électroménager;Technicienne électroménager;1;7412;7412;7412;7412;7412;7412;7412;7412;7412;7412;7412;7412;7412
5372;Technicien électronicien étude et développement;Technicienne électronicienne étude et développement;1;3114;3114;3114;3114;3114;3114;3114;3114;3114;3114;3114;3114;3114
5373;Technicien électronicien de fabrication industrielle;Technicienne électronicienne de fabrication industrielle;1;3114;3114;3114;3114;3114;3114;3114;3114;3114;3114;3114;3114;3114
5374;Technicien électronicien d'installation;Technicienne électronicienne d'installation;1;3114;3114;3114;3114;3114;3114;3114;3114;3114;3114;3114;3114;3114
5375;Technicien d'élevage;Technicienne d'élevage;1;3142;3142;3142;3142;3142;3142;3142;3142;3142;3142;3142;3142;3142
5376;Technicien en entretien industriel;Technicienne en entretien industriel;1;7233;7233;7233;7233;7233;7233;7233;7233;7233;7233;7233;7233;7233
5377;Technicien environnement (industrie);Technicienne environnement (industrie);1;3141;3141;3141;3141;3141;3141;3141;3141;3141;3141;3141;3141;3141
5378;Technicien environnement (protection de l'environnement);Technicienne environnement (protection de l'environnement);1;3141;3141;3141;3141;3141;3141;3141;3141;3141;3141;3141;3141;3141
5379;Technicien des espaces naturels;Technicienne des espaces naturels;1;3141;3141;3141;3141;3141;3141;3141;3141;3141;3141;3141;3141;3141
5380;Technicien espaces verts;Technicienne espaces verts;1;3141;3141;3141;3141;3141;3141;3141;3141;3141;3141;3141;3141;3141
5381;Technicien d'essais en aéronautique;Technicienne d'essais en aéronautique;1;3115;3115;3115;3115;3115;3115;3115;3115;3115;3115;3115;3115;3115
5382;Technicien d'essais automobiles;Technicienne d'essais automobiles;1;3115;3115;3115;3115;3115;3115;3115;3115;3115;3115;3115;3115;3115
5353;Technicien d'études du BTP;Technicienne d'études du BTP;1;3112;3112;3112;3112;3112;3112;3112;3112;3112;3112;3112;3112;3112
5383;Technicien d'études cliniques;Technicienne d'études cliniques;1;3212;3212;3212;3212;3212;3212;3212;3212;3212;3212;3212;3212;3212
5384;Technicien d'études informatiques;Technicienne d'études informatiques;1;2511;2511;2511;2511;2511;2511;2511;2511;2511;2511;2511;2511;2511
5385;Technicien d'études en télécommunication;Technicienne d'études en télécommunication;1;3522;3522;3522;3522;3522;3522;3522;3522;3522;3522;3522;3522;3522
5386;Technicien d'exploitation, distribution de gaz;Technicienne d'exploitation, distribution de gaz;1;3131;3131;3131;3131;3131;3131;3131;3131;3131;3131;3131;3131;3131
5387;Technicien d'exploitation eau;Technicienne d'exploitation eau;1;3132;3132;3132;3132;3132;3132;3132;3132;3132;3132;3132;3132;3132
5388;Technicien d'exploitation énergie;Technicienne d'exploitation énergie;1;3131;3131;3131;3131;3131;3131;3131;3131;3131;3131;3131;3131;3131
5389;Technicien d'exploitation informatique;Technicienne d'exploitation informatique;1;3513;3513;3513;3513;3513;3513;3513;3513;3513;3513;3513;3513;3513
5390;Technicien d'exploitation télécommunication;Technicienne d'exploitation télécommunication;1;3522;3522;3522;3522;3522;3522;3522;3522;3522;3522;3522;3522;3522
5391;Technicien d'exploitation des transports;Technicienne d'exploitation des transports;1;4323;4323;4323;4323;4323;4323;4323;4323;4323;4323;4323;4323;4323
5392;Technicien de fabrication de l'industrie;Technicienne de fabrication de l'industrie;1;3119;3119;3119;3119;3119;3119;3119;3119;3119;3119;3119;3119;3119
5393;Technicien de fabrication dans la publicité;Technicienne de fabrication dans la publicité;1;2166;2166;2166;2166;2166;2166;2166;2166;2166;2166;2166;2166;2166
5394;Technicien fibre optique;Technicienne fibre optique;1;3513;3513;3513;3513;3513;3513;3513;3513;3513;3513;3513;3513;3513
5395;Technicien en foncier rural;Technicienne en foncier rural;1;3140;3140;3140;3140;3140;3140;3140;3140;3140;3140;3140;3140;3140
5396;Technicien forestier;Technicienne forestière;1;3143;3143;3143;3143;3143;3143;3143;3143;3143;3143;3143;3143;3143
5397;Technicien de fouilles archéologiques;Technicienne de fouilles archéologiques;1;3112;3112;3112;3112;3112;3112;3112;3112;3112;3112;3112;3112;3112
5398;Technicien en génie rural;Technicienne en génie rural;1;3140;3140;3140;3140;3140;3140;3140;3140;3140;3140;3140;3140;3140
5399;Technicien géomètre;Technicienne géomètre;1;3112;3112;3112;3112;3112;3112;3112;3112;3112;3112;3112;3112;3112
5400;Technicien de gestion commerciale;Technicienne de gestion commerciale;1;3322;3322;3322;3322;3322;3322;3322;3322;3322;3322;3322;3322;3322
5401;Technicien de greffe;Technicienne de greffe;1;3142;3142;3142;3142;3142;3142;3142;3142;3142;3142;3142;3142;3142
5402;Technicien helpdesk informatique;Technicienne helpdesk informatique;1;3512;3512;3512;3512;3512;3512;3512;3512;3512;3512;3512;3512;3512
5403;Technicien des hôpitaux des armées (MITHA);Technicienne des hôpitaux des armées (MITHA);1;0210;0210;0210;0210;0210;0210;0210;0210;0210;0210;0210;0210;0210
5404;Technicien en horticulture;Technicienne en horticulture;1;3142;3142;3142;3142;3142;3142;3142;3142;3142;3142;3142;3142;3142
5405;Technicien hygiène sécurité environnement (HSE);Technicienne hygiène sécurité environnement (HSE);1;3257;3257;3257;3257;3257;3257;3257;3257;3257;3257;3257;3257;3257
5406;Technicien hygiéniste;Technicienne hygiéniste;1;3257;3257;3257;3257;3257;3257;3257;3257;3257;3257;3257;3257;3257
5407;Technicien en imagerie médicale;Technicienne en imagerie médicale;1;3211;3211;3211;3211;3211;3211;3211;3211;3211;3211;3211;3211;3211
5408;Technicien en image de synthèse 3D;Technicienne en image de synthèse 3D;0;2166;2166;2166;2166;2166;2166;2166;2166;2166;2166;2166;2166;2166
5409;Technicien informatique;Technicienne informatique;0;3510;3510;3510;3510;3510;3510;3510;3510;3510;3510;3510;3510;3510
5410;Technicien d'installation d'équipements du foyer;Technicienne d'installation d'équipements du foyer;1;7412;7412;7412;7412;7412;7412;7412;7412;7412;7412;7412;7412;7412
